code,name,date,quarter,rank,surprise,company_forecast,rc1,rc2,rc3,narrative,judge,buy_condition,exit_condition,memo,prev_close,next_open,next_close,d5_close,d20_close,gap,ret_d1,ret_d5,ret_d20,shodo,reaction,result,error_type,review_note
8630,ＳＯＭＰＯホールディングス,2026-08-14,1Q,A,0,未開示,sector_rotation,priced_in,,整合,監視,次四半期以降の買収効果や金融損益動向注目,中東・米通商不安が著しく悪化した場合,2026年3月期通期、税前利益＋5129億円増、当期利益＋3969億円増益([www2.jpx.co.jp](https://www2.jpx.co.jp/disc/86300/140120260519540591.pdf?utm_source=openai)),7011.0,6912.0,6714.0,6757.0,,-0.0141,-0.0424,-0.0362,,GD,GD継続,,,
7936,アシックス,2026-08-14,2Q,B,0,維持,earnings_momentum,segment_growth,,整合,押し目待ち,米国ランニング好調持続や在庫回転改善期待できれば,在庫回転遅延や販管費率悪化なら撤退,1Q進捗率35.6％（経常利益）、前年同期比進捗微増→モメンタム継続か注視([kabuyoho.jp](https://kabuyoho.jp/report?bcode=7936&utm_source=openai)),5281.0,5342.0,5148.0,4689.0,,0.0116,-0.0252,-0.1121,,GU,GU失速,,,
6361,荏原製作所,2026-08-14,1Q,C+,0,未開示,growth_slowdown,liquidity_low,,中立,見送り,大型プラント受注など明確な成長兆し出れば,受注環境悪化報じられたら撤退,8/14決算発表予定だが具体内容未開示([kabutore.biz](https://www.kabutore.biz/kessan/schedule.html?date=2026-08-14&utm_source=openai)),5860.0,5275.0,5482.0,4921.0,,-0.0998,-0.0645,-0.1602,,GD,GD反発,,,
4324,電通グループ,2026-08-14,1Q,B,0,未開示,theme_ai,sector_rotation,,整合,監視,広告市況回復やAI関連展望鮮明なら,広告需要減やガイダンス下方となれば撤退,8/14決算予定、詳細未開示([kabutore.biz](https://www.kabutore.biz/kessan/schedule.html?date=2026-08-14&utm_source=openai)),3778.0,3401.0,3510.0,3519.0,,-0.0998,-0.0709,-0.0686,,GD,GD反発,,,
7747,朝日インテック,2026-08-14,1Q,B,0,未開示,segment_growth,low_per_value,,中立,監視,FA関連需要堅調なら,設備投資鈍化なら撤退,8/14発表予定、詳細未発表([kabutore.biz](https://www.kabutore.biz/kessan/schedule.html?date=2026-08-14&utm_source=openai)),3874.0,4084.0,4103.0,4043.0,,0.0542,0.0591,0.0436,,GU,GU継続,,,
3769,GMOペイメントゲートウェイ,2026-08-14,1Q,B+,0,未開示,theme_ai,growth_slowdown,,中立,監視,キャッシュレス伸長や決済高伸び確認できれば,決済件数鈍化なら撤退,8/14決算予定、詳細未開示([kabutore.biz](https://www.kabutore.biz/kessan/schedule.html?date=2026-08-14&utm_source=openai)),10150.0,8972.0,8809.0,9222.0,,-0.1161,-0.1321,-0.0914,,GD,GD継続,,,
9989,サンドラッグ,2026-08-14,1Q,A,0,未開示,low_per_value,dividend_cut,,整合,監視,ドラッグストア需要回復と配当維持なら,財務悪化や配当削減なら撤退,8/14決算予定、詳細未開示([kabutore.biz](https://www.kabutore.biz/kessan/schedule.html?date=2026-08-14&utm_source=openai)),3746.0,3700.0,3700.0,3712.0,,-0.0123,-0.0123,-0.0091,,GD,GD継続,,,
4651,サニックスホールディングス,2026-08-17,1Q,B+,0,未開示,segment_growth,special_factor,,整合,監視,開示資料読後、業績動向好転を確認できれば検討,業績鈍化や不透明な注記の記入時,売上YoY情報未確認。営業利益YoY未開示。ガイダンス未提示,270.0,260.0,255.0,275.0,,-0.037,-0.0556,0.0185,,GD,GD継続,,,
9439,エム・エイチ・グループ,2026-08-17,本決算,B,0,未開示,turnaround,liquidity_low,,中立,監視,決算内容と財務の立て直し状況確認後に判断,今期通期見通しが弱ければ見送り,売上YoY未公表。営業利益YoY未開示。ガイダンス未提示,239.0,231.0,235.0,230.0,,-0.0335,-0.0167,-0.0377,,GD,GD反発,,,
6327,北川精機,2026-08-18,本決算,B,+1,未開示,earnings_momentum,segment_growth,,整合,監視,株価反応鈍く出来高増でトレンド確認できれば,出来高急減・悪材料出現で撤退,売上YoY：減収減益との前回傾向。今回も同様なら慎重評価,3935.0,3285.0,3310.0,3310.0,,-0.1652,-0.1588,-0.1588,,GD,GD反発,,,
7532,パン・パシフィック・インターナショナルホールディングス,2026-08-18,本決算,B+,+1,未開示,segment_growth,priced_in,,整合,監視,売上底堅く、出来高増なら注目,減収・営業減益なら見送り,前回は増収減益。今回も売上維持なら評価,915.5,828.5,814.1,814.0,,-0.095,-0.1108,-0.1109,,GD,GD継続,,,
3076,あいホールディングス,2026-08-19,本決算,B,+1,未開示,earnings_momentum,segment_growth,,整合,監視,株価反応と出来高の増加を確認できれば注目,売上・利益が予想を下回るようなら撤退,増収増益で着地。ただし詳細未確認。,2881.0,2831.0,2914.0,,,-0.0174,0.0115,,,GD,GD反発,,,
8987,ジャパンエクセレント投資法人,2026-08-21,本決算,B+,0,維持,dividend_cut,priced_in,,整合,監視,分配利回り等確認後、価格下落時注目,分配金下方修正・資産質悪化時撤退,前期経常益25年12月期43.5億円、今期26年6月期予想42.7億円（約1.8％減）、分配金は3050円見通し（前期3036円）,140400.0,140500.0,140600.0,,,0.0007,0.0014,,,フラット,フラット,,,
9285,東京インフラ・エネルギー投資法人,2026-08-21,本決算,B,-1,維持,segment_growth,margin_pressure,,中立,監視,出力制御等出力データ改善ならば着目,発電量低下・分配減少時撤退,"第15期2025年6月期営業収益1,189百万円（予想比▲3.2％）、営業利益207百万円（▲10.8％）、当期純利益108百万円（▲15.1％）、1口分配金1,693円（予想1,800円、▲5.9％）",42050.0,42000.0,42200.0,,,-0.0012,0.0036,,,フラット,フラット,,,
7590,タカショー,2026-08-25,2Q,B,0,未開示,segment_growth,priced_in,,中立,監視,日中の出来高急増と株価反応注視,出来高減少か価格反落時に撤退,売上YoY情報未開示、営業利益YoY不明、ガイダンス未開示（情報不足）,408.0,,,,,,,,,,,,,
